,0
Relative_Compactness,0.36466801388865283
Overall_Height,0.312906987266485
Surface_Area,0.11760584491405822
Roof_Area,0.08695552911584131
Glazing_Area,0.048776002441846454
Wall_Area,0.04141438343448272
Glazing_Area_Distribution,0.015772208438383332
Orientation,0.011901030500250175
