,0
Relative_Compactness,0.3980749843267208
Surface_Area,0.20993580795801342
Overall_Height,0.14270163081126555
Roof_Area,0.12381138971179899
Glazing_Area,0.07846117042921504
Wall_Area,0.03419844678163372
Glazing_Area_Distribution,0.012061802714899537
Orientation,0.0007547672664530556
